county,year,month,incident_count,acres_burned,precip_in
Nevada,2019,6,1,2.0,1.05
Nevada,2019,7,0,0.0,0.0
Nevada,2019,8,0,0.0,0.0
Nevada,2019,9,0,0.0,4.01
Nevada,2019,10,0,0.0,0.07
Nevada,2019,11,0,0.0,2.25
Nevada,2019,12,0,0.0,18.97
Nevada,2020,1,0,0.0,5.77
Nevada,2020,2,0,0.0,2.59
Nevada,2020,3,0,0.0,8.78
Nevada,2020,4,0,0.0,7.33
Nevada,2020,5,0,0.0,6.65
Nevada,2020,6,0,0.0,1.88
Nevada,2020,7,0,0.0,0.02
Nevada,2020,8,1,705.0,0.06
Nevada,2020,9,0,0.0,0.05
Nevada,2020,10,0,0.0,0.0
Nevada,2020,11,0,0.0,5.77
Nevada,2020,12,0,0.0,8.719999999999999
Nevada,2021,1,0,0.0,11.8
Nevada,2021,2,0,0.0,8.31
Nevada,2021,3,0,0.0,7.75
Nevada,2021,4,0,0.0,1.12
Nevada,2021,5,0,0.0,0.48000000000000004
Nevada,2021,6,0,0.0,0.1
Nevada,2021,7,0,0.0,0.01
Nevada,2021,8,2,2678.0,0.01
Nevada,2021,9,0,0.0,0.53
Nevada,2021,10,0,0.0,25.46
Nevada,2021,11,0,0.0,4.17
Nevada,2021,12,0,0.0,23.71
Nevada,2022,1,0,0.0,1.18
Nevada,2022,2,0,0.0,0.34
Nevada,2022,3,0,0.0,3.17
Nevada,2022,4,0,0.0,9.0
Nevada,2022,5,0,0.0,0.35
Nevada,2022,6,1,904.0,1.63
Nevada,2022,7,0,0.0,0.0
Nevada,2022,8,2,92.0,0.72
Nevada,2022,9,0,0.0,2.34
Nevada,2022,10,0,0.0,0.0
Nevada,2022,11,0,0.0,7.66
Nevada,2022,12,0,0.0,34.0
Nevada,2023,1,0,0.0,31.560000000000002
Nevada,2023,2,0,0.0,6.69
Nevada,2023,3,0,0.0,22.57
Nevada,2023,4,0,0.0,1.92
Nevada,2023,5,0,0.0,2.91
Nevada,2023,6,0,0.0,0.19
Nevada,2023,7,0,0.0,0.0
Nevada,2023,8,0,0.0,0.37
Nevada,2023,9,0,0.0,0.6599999999999999
Nevada,2023,10,0,0.0,2.46
Nevada,2023,11,0,0.0,3.7
Nevada,2023,12,0,0.0,9.25
Nevada,2024,1,0,0.0,18.9
Nevada,2024,2,0,0.0,19.78
Nevada,2024,3,0,0.0,13.010000000000002
Nevada,2024,4,0,0.0,2.4299999999999997
Nevada,2024,5,0,0.0,3.96
Nevada,2024,6,0,0.0,0.0
Nevada,2024,7,0,0.0,0.0
Nevada,2024,8,0,0.0,0.9
Nevada,2024,9,0,0.0,0.0
Nevada,2024,10,1,28.0,0.8300000000000001
Nevada,2024,11,0,0.0,20.83
Nevada,2024,12,0,0.0,19.1
Nevada,2025,1,0,0.0,2.22
Nevada,2025,2,0,0.0,18.31
Nevada,2025,3,0,0.0,10.0
Nevada,2025,4,0,0.0,3.7399999999999998
Nevada,2025,5,1,10.0,0.41000000000000003
Nevada,2025,6,0,0.0,0.0
Nevada,2025,7,1,35.0,0.0
Orange,2013,10,1,40.0,0.0
Orange,2014,9,1,968.0,0.0
Orange,2015,7,1,214.0,0.0
Orange,2016,6,1,47.0,0.0
Orange,2016,8,1,150.0,0.0
Orange,2017,9,1,2662.0,0.0
Orange,2017,10,1,9217.0,0.0
Orange,2018,6,2,330.0,0.0
Orange,2018,8,1,23136.0,0.0
Orange,2020,10,2,26430.0,0.0
Orange,2020,12,1,6686.0,0.0
Orange,2022,2,1,154.0,0.0
Orange,2022,5,1,200.0,0.0
Orange,2024,9,1,23526.0,0.0
Placer,2009,10,0,0.0,2.09
Placer,2009,11,0,0.0,1.51
Placer,2009,12,0,0.0,5.61
Placer,2010,1,0,0.0,7.89
Placer,2010,2,0,0.0,2.76
Placer,2010,3,0,0.0,6.7
Placer,2010,4,0,0.0,6.48
Placer,2010,5,0,0.0,2.92
Placer,2010,6,0,0.0,0.03
Placer,2010,10,0,0.0,5.68
Placer,2010,11,0,0.0,6.63
Placer,2010,12,0,0.0,12.92
Placer,2011,1,0,0.0,2.57
Placer,2011,5,0,0.0,3.76
Placer,2011,6,0,0.0,3.51
Placer,2011,7,0,0.0,0.0
Placer,2011,8,0,0.0,0.0
Placer,2011,9,0,0.0,0.06
Placer,2011,10,0,0.0,4.66
Placer,2011,11,0,0.0,1.71
Placer,2011,12,0,0.0,0.06
Placer,2012,1,0,0.0,5.97
Placer,2012,2,0,0.0,2.67
Placer,2012,3,0,0.0,12.18
Placer,2012,4,0,0.0,5.31
Placer,2012,5,0,0.0,0.11
Placer,2012,6,0,0.0,0.74
Placer,2012,7,0,0.0,0.71
Placer,2012,9,0,0.0,0.14
Placer,2012,10,0,0.0,2.61
Placer,2012,11,0,0.0,3.61
Placer,2012,12,0,0.0,14.06
Placer,2013,1,0,0.0,1.15
Placer,2013,2,0,0.0,1.14
Placer,2013,3,0,0.0,2.19
Placer,2013,4,0,0.0,1.29
Placer,2013,5,0,0.0,1.24
Placer,2013,6,1,237.0,1.1
Placer,2013,7,0,0.0,0.0
Placer,2013,8,1,27440.0,0.0
Placer,2013,9,0,0.0,1.01
Placer,2013,10,0,0.0,0.45
Placer,2013,11,0,0.0,1.49
Placer,2013,12,0,0.0,0.6
Placer,2014,1,0,0.0,1.57
Placer,2014,2,0,0.0,12.47
Placer,2014,3,0,0.0,6.24
Placer,2014,4,0,0.0,2.51
Placer,2014,5,0,0.0,0.24
Placer,2014,6,0,0.0,0.0
Placer,2014,7,0,0.0,0.05
Placer,2014,8,0,0.0,0.0
Placer,2014,9,0,0.0,0.98
Placer,2014,10,0,0.0,2.24
Placer,2014,11,0,0.0,2.44
Placer,2014,12,0,0.0,10.26
Placer,2015,1,0,0.0,0.27
Placer,2015,2,0,0.0,6.25
Placer,2015,3,0,0.0,0.77
Placer,2015,4,0,0.0,2.79
Placer,2015,5,0,0.0,0.48
Placer,2015,7,1,26.0,0.0
Placer,2015,8,0,0.0,0.0
Placer,2015,10,0,0.0,2.05
Placer,2015,11,0,0.0,6.05
Placer,2015,12,0,0.0,9.6
Placer,2016,1,0,0.0,8.43
Placer,2016,2,0,0.0,2.12
Placer,2016,3,0,0.0,11.23
Placer,2016,4,0,0.0,2.74
Placer,2016,5,1,169.0,0.86
Placer,2016,6,2,5733.0,0.62
Placer,2016,7,0,0.0,0.0
Placer,2016,8,0,0.0,0.0
Placer,2016,9,0,0.0,0.0
Placer,2016,10,0,0.0,10.63
Placer,2016,11,0,0.0,2.8
Placer,2016,12,0,0.0,8.37
Placer,2017,1,0,0.0,18.01
Placer,2017,2,0,0.0,21.07
Placer,2017,3,0,0.0,5.53
Placer,2017,4,0,0.0,5.49
Placer,2017,5,0,0.0,0.23
Placer,2017,6,0,0.0,0.32
Placer,2017,7,0,0.0,0.0
Placer,2017,8,0,0.0,0.02
Placer,2017,9,0,0.0,0.0
Placer,2017,10,0,0.0,0.44
Placer,2017,11,0,0.0,9.04
Placer,2017,12,0,0.0,0.85
Placer,2018,1,0,0.0,6.64
Placer,2018,2,0,0.0,0.87
Placer,2018,3,0,0.0,13.15
Placer,2018,4,0,0.0,3.8
Placer,2018,5,0,0.0,0.63
Placer,2018,6,0,0.0,0.0
Placer,2018,7,0,0.0,0.0
Placer,2018,8,1,695.0,0.0
Placer,2018,9,1,1120.0,0.0
Placer,2018,10,0,0.0,0.31
Placer,2018,11,0,0.0,5.87
Placer,2018,12,0,0.0,2.42
Placer,2019,1,0,0.0,9.89
Placer,2019,2,0,0.0,16.8
Placer,2019,3,0,0.0,5.82
Placer,2019,4,0,0.0,1.39
Placer,2019,5,1,65.0,6.26
Placer,2019,6,2,175.0,0.0
Placer,2019,7,0,0.0,0.0
Placer,2019,8,0,0.0,0.0
Placer,2019,9,1,640.0,2.02
Placer,2019,10,0,0.0,0.07
Placer,2019,11,1,308.0,1.75
Placer,2019,12,0,0.0,8.12
Placer,2020,1,0,0.0,2.7
Placer,2020,2,0,0.0,0.08
Placer,2020,3,0,0.0,6.39
Placer,2020,4,0,0.0,3.28
Placer,2020,5,0,0.0,2.47
Placer,2020,6,4,859.0,0.09
Placer,2020,7,0,0.0,0.0
Placer,2020,8,2,74.0,0.02
Placer,2020,9,0,0.0,0.02
Placer,2020,10,0,0.0,0.01
Placer,2020,11,0,0.0,2.21
Placer,2020,12,0,0.0,3.44
Placer,2021,1,0,0.0,6.3
Placer,2021,2,0,0.0,3.58
Placer,2021,3,0,0.0,3.61
Placer,2021,4,0,0.0,0.43
Placer,2021,5,0,0.0,0.04
Placer,2021,6,1,42.0,0.04
Placer,2021,7,0,0.0,0.01
Placer,2021,8,1,2619.0,0.0
Placer,2021,9,1,411.0,0.57
Placer,2021,10,0,0.0,11.46
Placer,2021,11,0,0.0,1.53
Placer,2021,12,0,0.0,11.05
Placer,2022,1,0,0.0,0.59
Placer,2022,2,0,0.0,0.32
Placer,2022,3,0,0.0,1.4
Placer,2022,4,0,0.0,6.46
Placer,2022,5,0,0.0,0.11
Placer,2022,6,0,0.0,0.46
Placer,2022,7,2,204.0,0.0
Placer,2022,8,1,19244.0,0.0
Placer,2022,9,4,76876.0,0.96
Placer,2022,10,0,0.0,0.0
Placer,2022,11,0,0.0,3.59
Placer,2022,12,0,0.0,14.85
Placer,2023,1,0,0.0,19.45
Placer,2023,2,0,0.0,4.5
Placer,2023,3,0,0.0,11.73
Placer,2023,4,0,0.0,0.25
Placer,2023,5,0,0.0,0.84
Placer,2023,6,0,0.0,0.15
Placer,2023,7,0,0.0,0.0
Placer,2023,8,0,0.0,0.36
Placer,2023,9,0,0.0,0.3
Placer,2023,10,0,0.0,1.39
Placer,2023,11,0,0.0,1.93
Placer,2023,12,0,0.0,3.96
Placer,2024,1,0,0.0,5.9
Placer,2024,2,0,0.0,8.6
Placer,2024,3,0,0.0,7.61
Placer,2024,4,0,0.0,1.54
Placer,2024,5,2,115.0,1.69
Placer,2024,6,2,517.0,0.0
Placer,2024,7,4,507.0,0.0
Placer,2024,8,1,12.0,0.13
Placer,2024,9,0,0.0,0.0
Placer,2025,5,2,240.0,0.0
Placer,2025,6,1,49.0,0.0
Plumas,2009,10,0,0.0,8.34
Plumas,2009,11,0,0.0,5.9399999999999995
Plumas,2009,12,0,0.0,11.38
Plumas,2010,1,0,0.0,21.54
Plumas,2010,2,0,0.0,4.34
Plumas,2010,3,0,0.0,10.39
Plumas,2010,4,0,0.0,13.690000000000001
Plumas,2010,5,0,0.0,5.220000000000001
Plumas,2010,6,0,0.0,0.88
Plumas,2010,7,0,0.0,0.07
Plumas,2010,8,0,0.0,0.25
Plumas,2010,9,0,0.0,0.1
Plumas,2010,10,0,0.0,12.54
Plumas,2010,11,0,0.0,12.78
Plumas,2010,12,0,0.0,24.14
Plumas,2011,1,0,0.0,2.85
Plumas,2011,2,0,0.0,13.93
Plumas,2011,3,0,0.0,16.71
Plumas,2011,4,0,0.0,2.07
Plumas,2011,5,0,0.0,6.470000000000001
Plumas,2011,6,0,0.0,2.13
Plumas,2011,7,0,0.0,0.1
Plumas,2011,8,0,0.0,0.0
Plumas,2011,9,0,0.0,1.42
Plumas,2011,10,0,0.0,6.68
Plumas,2011,11,0,0.0,3.75
Plumas,2011,12,0,0.0,1.17
Plumas,2012,1,0,0.0,12.06
Plumas,2012,2,0,0.0,3.45
Plumas,2012,3,0,0.0,25.61
Plumas,2012,4,0,0.0,11.23
Plumas,2012,5,0,0.0,0.5700000000000001
Plumas,2012,6,0,0.0,2.81
Plumas,2012,7,0,0.0,0.0
Plumas,2012,8,0,0.0,0.02
Plumas,2012,9,0,0.0,0.0
Plumas,2012,10,0,0.0,5.82
Plumas,2012,11,0,0.0,22.990000000000002
Plumas,2012,12,0,0.0,24.5
Plumas,2013,1,0,0.0,2.1799999999999997
Plumas,2013,2,0,0.0,1.35
Plumas,2013,3,0,0.0,7.2299999999999995
Plumas,2013,4,0,0.0,1.98
Plumas,2013,5,0,0.0,2.9699999999999998
Plumas,2013,6,0,0.0,3.02
Plumas,2013,7,0,0.0,0.06
Plumas,2013,8,1,513.0,0.45
Plumas,2013,9,0,0.0,5.48
Plumas,2013,10,0,0.0,1.2000000000000002
Plumas,2013,11,0,0.0,2.79
Plumas,2013,12,0,0.0,1.33
Plumas,2014,1,0,0.0,2.78
Plumas,2014,2,0,0.0,18.13
Plumas,2014,3,0,0.0,17.990000000000002
Plumas,2014,4,0,0.0,2.7
Plumas,2014,5,0,0.0,1.21
Plumas,2014,6,0,0.0,0.0
Plumas,2014,7,0,0.0,0.9600000000000001
Plumas,2014,8,0,0.0,1.85
Plumas,2014,9,0,0.0,1.91
Plumas,2014,10,0,0.0,4.42
Plumas,2014,11,0,0.0,7.5
Plumas,2014,12,0,0.0,26.65
Plumas,2015,1,0,0.0,0.35
Plumas,2015,2,0,0.0,13.64
Plumas,2015,3,0,0.0,2.52
Plumas,2015,4,1,137.0,4.08
Plumas,2015,5,0,0.0,2.27
Plumas,2015,6,0,0.0,1.5299999999999998
Plumas,2015,7,0,0.0,2.01
Plumas,2015,8,0,0.0,0.1
Plumas,2015,9,0,0.0,0.73
Plumas,2015,10,0,0.0,2.73
Plumas,2015,11,0,0.0,5.859999999999999
Plumas,2015,12,0,0.0,18.26
Plumas,2016,1,0,0.0,30.759999999999998
Plumas,2016,2,0,0.0,6.880000000000001
Plumas,2016,3,0,0.0,29.299999999999997
Plumas,2016,4,0,0.0,4.42
Plumas,2016,5,0,0.0,3.7600000000000002
Plumas,2016,6,0,0.0,1.8599999999999999
Plumas,2016,7,0,0.0,0.0
Plumas,2016,8,0,0.0,0.08
Plumas,2016,9,1,248.0,0.09
Plumas,2016,10,0,0.0,21.86
Plumas,2016,11,0,0.0,9.36
Plumas,2016,12,0,0.0,21.12
Plumas,2017,1,0,0.0,38.81
Plumas,2017,2,0,0.0,43.440000000000005
Plumas,2017,3,0,0.0,13.24
Plumas,2017,4,0,0.0,19.45
Plumas,2017,5,0,0.0,1.07
Plumas,2017,6,0,0.0,1.3
Plumas,2017,7,1,4310.0,0.0
Plumas,2017,8,2,1206.0,0.44999999999999996
Plumas,2017,9,2,2654.0,1.52
Plumas,2017,10,0,0.0,1.58
Plumas,2017,11,0,0.0,25.259999999999998
Plumas,2017,12,0,0.0,1.12
Plumas,2018,1,0,0.0,13.780000000000001
Plumas,2018,2,0,0.0,10.99
Plumas,2018,3,0,0.0,23.159999999999997
Plumas,2018,4,1,20.0,9.42
Plumas,2018,5,0,0.0,3.01
Plumas,2018,6,0,0.0,1.07
Plumas,2018,7,0,0.0,0.01
Plumas,2018,8,1,117.0,0.0
Plumas,2018,9,0,0.0,0.01
Plumas,2018,10,0,0.0,1.12
Plumas,2018,11,0,0.0,11.11
Plumas,2018,12,0,0.0,6.550000000000001
Plumas,2019,1,0,0.0,25.659999999999997
Plumas,2019,2,0,0.0,29.599999999999998
Plumas,2019,3,0,0.0,15.239999999999998
Plumas,2019,4,0,0.0,5.99
Plumas,2019,5,0,0.0,9.3
Plumas,2019,6,0,0.0,0.23
Plumas,2019,7,0,0.0,0.16
Plumas,2019,8,0,0.0,0.08
Plumas,2019,9,1,54612.0,2.92
Plumas,2019,10,0,0.0,0.44
Plumas,2019,11,0,0.0,4.12
Plumas,2019,12,0,0.0,20.47
Plumas,2020,1,0,0.0,6.23
Plumas,2020,2,0,0.0,0.26
Plumas,2020,3,0,0.0,9.93
Plumas,2020,4,0,0.0,5.35
Plumas,2020,5,0,0.0,9.09
Plumas,2020,6,0,0.0,0.6100000000000001
Plumas,2020,7,0,0.0,0.28
Plumas,2020,8,1,29570.0,0.19
Plumas,2020,9,0,0.0,0.0
Plumas,2020,10,0,0.0,0.05
Plumas,2020,11,0,0.0,4.67
Plumas,2020,12,0,0.0,5.87
Plumas,2021,1,0,0.0,8.45
Plumas,2021,2,0,0.0,6.59
Plumas,2021,3,0,0.0,5.32
Plumas,2021,4,0,0.0,1.77
Plumas,2021,5,0,0.0,0.61
Plumas,2021,6,0,0.0,0.27
Plumas,2021,7,3,1069064.0,0.14
Plumas,2021,8,0,0.0,0.03
Plumas,2021,9,0,0.0,1.66
Plumas,2021,10,0,0.0,24.23
Plumas,2021,11,0,0.0,4.77
Plumas,2021,12,0,0.0,20.43
Plumas,2022,1,0,0.0,0.82
Plumas,2022,2,0,0.0,1.01
Plumas,2022,3,0,0.0,3.0
Plumas,2022,4,0,0.0,11.37
Plumas,2022,5,0,0.0,1.58
Plumas,2022,6,0,0.0,3.12
Plumas,2022,7,0,0.0,0.05
Plumas,2022,8,0,0.0,0.22
Plumas,2022,9,0,0.0,2.92
Plumas,2022,10,0,0.0,0.03
Plumas,2022,11,0,0.0,7.67
Plumas,2022,12,0,0.0,22.44
Plumas,2023,1,0,0.0,30.909999999999997
Plumas,2023,2,0,0.0,13.670000000000002
Plumas,2023,3,0,0.0,18.13
Plumas,2023,4,0,0.0,3.44
Plumas,2023,5,0,0.0,4.77
Plumas,2023,6,0,0.0,3.61
Plumas,2023,7,0,0.0,0.0
Plumas,2023,8,0,0.0,1.0899999999999999
Plumas,2023,9,0,0.0,3.73
Plumas,2023,10,0,0.0,0.84
Plumas,2023,11,0,0.0,5.17
Plumas,2023,12,0,0.0,7.98
Plumas,2024,1,0,0.0,13.03
Plumas,2024,2,0,0.0,20.38
Plumas,2024,3,0,0.0,4.68
Plumas,2024,4,0,0.0,3.04
Plumas,2024,5,0,0.0,3.7399999999999998
Plumas,2024,6,0,0.0,0.0
Plumas,2024,7,1,3007.0,0.14
Plumas,2024,8,0,0.0,0.9099999999999999
Plumas,2024,9,0,0.0,0.06
Plumas,2024,10,0,0.0,0.87
Plumas,2024,11,0,0.0,22.45
Plumas,2024,12,0,0.0,15.8
Plumas,2025,1,0,0.0,2.27
Plumas,2025,2,0,0.0,22.45
Plumas,2025,3,0,0.0,11.14
Plumas,2025,4,0,0.0,2.5999999999999996
Plumas,2025,5,0,0.0,1.72
Plumas,2025,6,2,30.0,0.25
Riverside,2013,5,6,3885.0,0.0
Riverside,2013,6,3,82.0,0.0
Riverside,2013,7,4,27736.0,0.0
Riverside,2013,8,5,21835.0,0.0
Riverside,2014,3,1,57.0,0.0
Riverside,2015,4,1,1049.0,0.0
Riverside,2015,7,1,21.0,0.0
Riverside,2015,8,1,500.0,0.0
Riverside,2016,6,1,139.0,0.0
Riverside,2017,4,3,1377.0,0.0
Riverside,2017,5,6,244.0,0.0
Riverside,2017,6,12,6757.0,0.0
Riverside,2017,7,12,751.0,0.0
Riverside,2017,8,8,2632.0,0.0
Riverside,2017,9,3,3869.0,0.0
Riverside,2017,10,3,939.0,0.0
Riverside,2017,11,1,40.0,0.0
Riverside,2017,12,4,404.0,0.0
Riverside,2018,4,4,127.0,0.0
Riverside,2018,5,4,1356.0,0.0
Riverside,2018,6,5,212.0,0.0
Riverside,2018,7,5,620.0,0.0
Riverside,2018,8,5,136.0,0.0
Riverside,2018,9,1,25.0,0.0
Riverside,2019,5,4,256.0,0.0
Riverside,2019,6,3,734.0,0.0
Riverside,2019,7,4,277.0,0.0
Riverside,2019,8,5,240.0,0.0
Riverside,2019,9,8,3007.0,0.0
Riverside,2019,10,7,2476.0,0.0
Riverside,2019,11,1,19.0,0.0
Riverside,2020,3,2,200.0,0.0
Riverside,2020,5,2,80.0,0.0
Riverside,2020,6,7,357.0,0.0
Riverside,2020,7,7,34026.0,0.0
Riverside,2020,8,1,52.0,0.0
Riverside,2020,9,3,29452.0,0.0
Riverside,2020,11,1,150.0,0.0
Riverside,2020,12,3,3241.0,0.0
Riverside,2021,1,1,43.0,0.0
Riverside,2021,5,5,690.0,0.0
Riverside,2021,6,7,664.0,0.0
Riverside,2021,7,1,50.0,0.0
Riverside,2021,8,3,1882.0,0.0
Riverside,2021,11,1,24.0,0.0
Riverside,2022,4,1,15.0,0.0
Riverside,2022,5,3,5962.0,0.0
Riverside,2022,6,2,170.0,0.0
Riverside,2022,9,1,28098.0,0.0
Riverside,2023,5,2,465.0,0.0
Riverside,2023,6,3,136.0,0.0
Riverside,2023,7,16,12040.0,0.0
Riverside,2023,8,4,662.0,0.0
Riverside,2023,9,1,23.0,0.0
Riverside,2023,10,2,2492.0,0.0
Riverside,2023,11,4,99.0,0.0
Riverside,2023,12,1,65.0,0.0
Riverside,2024,2,1,239.0,0.0
Riverside,2024,5,11,283.0,0.0
Riverside,2024,6,12,1599.0,0.0
Riverside,2024,7,19,8279.0,0.0
Riverside,2024,8,12,502.0,0.0
Riverside,2024,9,8,24452.0,0.0
Riverside,2024,10,7,477.0,0.0
Riverside,2024,11,3,325.0,0.0
Riverside,2024,12,1,25.0,0.0
Riverside,2025,1,4,67.0,0.0
Riverside,2025,3,2,41.0,0.0
Riverside,2025,4,2,63.0,0.0
Riverside,2025,5,5,244.0,0.0
Riverside,2025,6,8,3609.0,0.0
Riverside,2025,7,6,96.0,0.0
Sacramento,2009,10,0,0.0,3.42
Sacramento,2009,11,0,0.0,0.36
Sacramento,2009,12,0,0.0,6.1899999999999995
Sacramento,2010,1,0,0.0,9.83
Sacramento,2010,2,0,0.0,4.93
Sacramento,2010,3,0,0.0,4.75
Sacramento,2010,4,0,0.0,6.51
Sacramento,2010,5,0,0.0,2.13
Sacramento,2010,6,0,0.0,0.04
Sacramento,2010,7,0,0.0,0.0
Sacramento,2010,8,0,0.0,0.0
Sacramento,2010,9,0,0.0,0.01
Sacramento,2010,10,0,0.0,1.43
Sacramento,2010,11,0,0.0,5.53
Sacramento,2010,12,0,0.0,11.85
Sacramento,2011,1,0,0.0,3.14
Sacramento,2011,2,0,0.0,8.03
Sacramento,2011,3,0,0.0,14.6
Sacramento,2011,4,0,0.0,0.59
Sacramento,2011,5,0,0.0,3.61
Sacramento,2011,6,0,0.0,2.87
Sacramento,2011,7,0,0.0,0.0
Sacramento,2011,8,0,0.0,0.35
Sacramento,2011,9,0,0.0,0.0
Sacramento,2011,10,0,0.0,3.9699999999999998
Sacramento,2011,11,0,0.0,1.6099999999999999
Sacramento,2011,12,0,0.0,0.41000000000000003
Sacramento,2012,1,0,0.0,5.4399999999999995
Sacramento,2012,2,0,0.0,2.3899999999999997
Sacramento,2012,3,0,0.0,10.08
Sacramento,2012,4,0,0.0,6.24
Sacramento,2012,5,0,0.0,0.04
Sacramento,2012,6,0,0.0,0.29000000000000004
Sacramento,2012,7,0,0.0,0.03
Sacramento,2012,8,0,0.0,0.0
Sacramento,2012,9,0,0.0,0.0
Sacramento,2012,10,0,0.0,2.85
Sacramento,2012,11,0,0.0,10.19
Sacramento,2012,12,0,0.0,12.3
Sacramento,2013,1,0,0.0,1.69
Sacramento,2013,2,0,0.0,0.63
Sacramento,2013,3,0,0.0,3.21
Sacramento,2013,4,0,0.0,1.3199999999999998
Sacramento,2013,5,0,0.0,0.3
Sacramento,2013,6,0,0.0,0.69
Sacramento,2013,7,1,163.0,0.0
Sacramento,2013,8,0,0.0,0.0
Sacramento,2013,9,0,0.0,0.55
Sacramento,2013,10,0,0.0,0.0
Sacramento,2013,11,0,0.0,1.77
Sacramento,2013,12,0,0.0,0.77
Sacramento,2014,1,0,0.0,0.71
Sacramento,2014,2,0,0.0,11.51
Sacramento,2014,3,0,0.0,1.77
Sacramento,2014,4,0,0.0,3.27
Sacramento,2014,5,0,0.0,0.0
Sacramento,2014,6,0,0.0,0.0
Sacramento,2014,7,0,0.0,0.01
Sacramento,2014,8,0,0.0,0.0
Sacramento,2014,9,0,0.0,0.46
Sacramento,2014,10,0,0.0,0.73
Sacramento,2014,11,0,0.0,3.26
Sacramento,2014,12,0,0.0,17.85
Sacramento,2015,1,0,0.0,0.0
Sacramento,2015,2,0,0.0,2.28
Sacramento,2015,3,0,0.0,0.22
Sacramento,2015,4,0,0.0,1.85
Sacramento,2015,5,0,0.0,0.07
Sacramento,2015,6,0,0.0,0.07
Sacramento,2015,7,0,0.0,0.0
Sacramento,2015,8,0,0.0,0.0
Sacramento,2015,9,0,0.0,0.04
Sacramento,2015,10,0,0.0,0.63
Sacramento,2015,11,0,0.0,1.35
Sacramento,2015,12,0,0.0,4.390000000000001
Sacramento,2016,1,0,0.0,10.14
Sacramento,2016,2,0,0.0,1.9100000000000001
Sacramento,2016,3,0,0.0,9.18
Sacramento,2016,4,0,0.0,3.02
Sacramento,2016,5,0,0.0,0.6699999999999999
Sacramento,2016,6,1,32.0,0.0
Sacramento,2016,7,1,87.0,0.0
Sacramento,2016,8,0,0.0,0.0
Sacramento,2016,9,1,40.0,0.0
Sacramento,2016,10,0,0.0,11.07
Sacramento,2016,11,0,0.0,4.050000000000001
Sacramento,2016,12,0,0.0,7.97
Sacramento,2017,1,0,0.0,20.049999999999997
Sacramento,2017,2,0,0.0,17.6
Sacramento,2017,3,0,0.0,5.59
Sacramento,2017,4,0,0.0,7.15
Sacramento,2017,5,0,0.0,0.22
Sacramento,2017,6,2,103.0,0.44
Sacramento,2017,7,1,1268.0,0.0
Sacramento,2017,8,0,0.0,0.0
Sacramento,2017,9,0,0.0,0.0
Sacramento,2017,10,0,0.0,0.42000000000000004
Sacramento,2017,11,0,0.0,6.9799999999999995
Sacramento,2017,12,0,0.0,0.61
Sacramento,2018,1,0,0.0,9.65
Sacramento,2018,2,0,0.0,1.0699999999999998
Sacramento,2018,3,0,0.0,12.2
Sacramento,2018,4,0,0.0,3.9299999999999997
Sacramento,2018,5,0,0.0,1.15
Sacramento,2018,6,1,30.0,0.0
Sacramento,2018,7,0,0.0,0.0
Sacramento,2018,8,0,0.0,0.0
Sacramento,2018,9,0,0.0,0.0
Sacramento,2018,10,0,0.0,1.18
Sacramento,2018,11,0,0.0,5.140000000000001
Sacramento,2018,12,0,0.0,4.97
Sacramento,2019,1,0,0.0,8.75
Sacramento,2019,2,0,0.0,16.07
Sacramento,2019,3,0,0.0,6.59
Sacramento,2019,4,0,0.0,1.44
Sacramento,2019,5,0,0.0,7.4799999999999995
Sacramento,2019,6,0,0.0,0.0
Sacramento,2019,7,0,0.0,0.0
Sacramento,2019,8,2,134.0,0.0
Sacramento,2019,9,0,0.0,0.47
Sacramento,2019,10,0,0.0,0.0
Sacramento,2019,11,0,0.0,1.22
Sacramento,2019,12,0,0.0,8.6
Sacramento,2020,1,0,0.0,2.83
Sacramento,2020,2,0,0.0,0.0
Sacramento,2020,3,0,0.0,4.36
Sacramento,2020,4,0,0.0,4.87
Sacramento,2020,5,0,0.0,1.11
Sacramento,2020,6,1,5042.0,0.0
Sacramento,2020,7,2,792.0,0.0
Sacramento,2020,8,1,512.0,0.0
Sacramento,2020,9,0,0.0,0.0
Sacramento,2020,10,1,20.0,0.0
Sacramento,2020,11,0,0.0,1.46
Sacramento,2020,12,0,0.0,3.0700000000000003
Sacramento,2021,1,0,0.0,6.140000000000001
Sacramento,2021,2,0,0.0,2.54
Sacramento,2021,3,0,0.0,3.5199999999999996
Sacramento,2021,4,0,0.0,0.22
Sacramento,2021,5,1,44.0,0.04
Sacramento,2021,6,0,0.0,0.03
Sacramento,2021,7,0,0.0,0.0
Sacramento,2021,8,0,0.0,0.0
Sacramento,2021,9,0,0.0,0.13
Sacramento,2021,10,0,0.0,12.46
Sacramento,2021,11,0,0.0,1.59
Sacramento,2021,12,0,0.0,13.29
Sacramento,2022,1,0,0.0,0.24
Sacramento,2022,2,0,0.0,0.0
Sacramento,2022,3,0,0.0,2.08
Sacramento,2022,4,0,0.0,2.8499999999999996
Sacramento,2022,5,0,0.0,0.06
Sacramento,2022,6,0,0.0,0.4
Sacramento,2022,7,1,74.0,0.0
Sacramento,2022,8,0,0.0,0.0
Sacramento,2022,9,0,0.0,1.1
Sacramento,2022,10,0,0.0,0.0
Sacramento,2022,11,0,0.0,2.9299999999999997
Sacramento,2022,12,0,0.0,18.15
Sacramento,2023,1,0,0.0,16.96
